,train_image_id_count,question_count,answer_count
1664,503599,how many boys with surf boards stand on a beach,two
1665,301431,how many women are preparing various dishes in the kitchen,three
1666,348609,how many people with a dog in the snow,six
1667,409889,how many zebras are grazing and standing in the field,nine
1668,547859,how many boys play with a soccer ball on a green lawn,two
1669,12475,how many cows standing in a an empty field with grass,two
1670,523577,how many zebras standing next to each other in the grass field,two
1671,247726,how many people is walking down a cobble stone path near a white and blue building,five
1672,322553,how many bears in water with grassy area in background,three
1673,16836,how many donuts is sitting on a bag on a table,two
1674,362498,how many polar bears are sitting on some rocks eating,two
1675,462037,how many girls is playing a racing game on a game system,two
1676,334981,"how many birdohouses lined up in the courtyard on a sunny day ,",six
1677,36776,how many lonely train car is riding down the train tracks,one
1678,168338,how many red motorcycles line up in the row,ten
1679,542442,how many men in suits walk next to each other,three
1680,216980,how many people shaving letters on the side of a goat,two
1681,83159,how many pieces of cheese bread are on a plate,three
1682,512625,how many wooden benches is sitting up against a building,two
1683,344073,how many laptop computers with the same image on screen,three
1684,319822,how many women standing in front of a line of surfboards,three
1685,193540,how many women are playing ultimate frisbee on a grassy field,four
1686,163045,how many dogs take the nap on a couch,two
1687,4032,how many school buses are lined up in the parking lot,five
1688,84128,how many people is engaging in a video game,four
1689,178763,how many similar salad lunches dished in plastic containers,four
1690,327132,how many boxes of pizza sit outside on the lawn,two
1691,377339,how many kids is there in two suit cases,two
1692,219169,how many elephants do the trick together in a circus,five
1693,223932,how many cat eats in the background while another stares ahead,one
1694,526029,how many suitcase of varying size and color on a tile floor,three
1695,329587,how many young people play against each other at wii boxing,two
1696,120926,how many people standing near elephants behind a wall,three
1697,370562,how many elephant is there walking outside by himself,one
1698,142981,how many boys are running after the soccer ball,two
1699,237281,how many people is laying on top of each other in a bed,two
1700,106688,how many antique motorcycles in nice shape parked near a fence,two
1701,59385,how many suit cases of different sizes next to each other,three
1702,326445,how many old microwaves lie on the floor next to a trashcan,three
1703,232670,how many person standing at the counter of an empty restaurant,one
1704,419085,how many glasses of wine on a se white diningt table,three
1705,429143,how many boats on water with a grassy area in background,three
1706,47451,how many parking meters next to a sign on the side of the road,two
1707,214699,how many people is riding on two elephants through the jungle,four
1708,238667,how many person is leaning far off their horse to grab a ball during a game being played by several people each on a horse,one
1709,353938,how many guys are sitting on the bench in front of a building,four
1710,127540,how many giraffes standing by a tree in the sand,two
1711,268804,how many men on a carriage is being drawn by a horse,two
1712,422270,how many different types are there of teddy bears lined up on a couch,five
1713,203143,how many disconnected bathroom sinks on the floor of a gray room,two
1714,198785,how many lady is sitting on the motorcycle and two ladies standing by it,one
1715,496439,how many calves is laying down in a pasture of grass,two
1716,395520,how many surfers does the black and white photo show with their boards,five
1717,237513,how many people walking in the snow up to a cabin,three
1718,129059,how many zebra is laying down and another zebra is standing up,one
1719,42479,how many single biker seems to be leading the group down the road,one
1720,33649,how many horse lies on the beach while another walks,one
1721,118895,how many cows is the lady walking through the town,three
1722,496053,how many different televisions are the men able to watch simultaneously,four
1723,226176,how many men are riding on the motorcycle together,two
1724,454171,how many ladies is sitting together at a tale outside a restaurant,five
1725,164081,how many men in athletic gear playing in a park,two
1726,328663,how many skiers pose while on a snowy slope,three
1727,391686,how many surfers are watching the fifth surf in choppy water,four
1728,18605,how many man jumps his skateboard off a concrete block while another skates beside him,one
1729,171142,how many elephants is walking together in a grassy plains area,three
1730,38922,how many people in wet suits is carrying their surf boards,two
1731,514955,how many birds on a blacktop with white lines,three
1732,457583,how many double decker buses is travelling on a street through an intersection,three
1733,305732,how many men with umbrellas is walking through a field,two
1734,283278,how many way street with a number of traffic signs,one
1735,383991,how many giraffes in an outdoor setting with one giraffe drooling,three
1736,391088,how many different types of doughnuts sit in a box,six
1737,538309,how many elephants on a grassy plain with nothing else around,two
1738,527082,how many motorcyclists in a race turning left together,two
1739,567189,how many pieces of luggage is sitting on the floor next to a stairway,two
1740,334954,how many lone surfboard flipped when landing on the beach,one
1741,326156,how many sheep standing on the farm near the low hay,two
1742,571750,how many boy is skiing in the snow alone,one
1743,243823,how many pictures have clocks and a picture frame,three
1744,415269,how many giraffe is eating from the trough in their pen,three
1745,61867,how many zebras grazing in the grass covered field,four
1746,17954,how many men standing on the steps of a building,six
1747,206397,how many furry goats is walking up a hilly trail,three
1748,122573,"how many engine jet airplane in flight , gaining altitude",four
1749,446199,how many passenger trains are stopped at the station to let passengers off,two
1750,478712,how many men is sitting at a booth with their computers,two
1751,435951,how many men pose with their tennis racquets on the court,four
1752,476585,how many poster bed with floral bedding in a white wainscoted bedroom,four
1753,68648,how many guys walking on a beach with a frisbee,two
1754,63017,how many pigeons on the side walk munching on a thrown out breadstick,three
1755,88653,how many man holds up the hair of another man,one
1756,174238,how many giraffes walk in the row on sandy ground,four
1757,349960,how many people are enjoying the game of tennis,three
1758,105200,how many men is running on the grass after a soccer ball,three
1759,348370,how many snowboarders on top of a ski slope on a partly cloudy day,six
1760,566482,how many fruits lay on a plate and one is half eaten,two
1761,394880,how many guys are in the kitchen together preparing some type of meal,three
1762,192831,how many trains are there just sitting on the tracks,four
1763,326719,"how many chairs does the dining room have at the table , and a hard wood floor",four
1764,10445,how many men walking on the beach with their surfboards,two
1765,199835,how many stages of a man is shaving his facial hair,four
1766,184215,how many people in costume near a body of water,four
1767,473651,how many elephants standing in the dirt with trees in the background,three
1768,324580,how many different signs are posted on one pole,four
1769,427868,how many birds with orange beaks are standing on a cement ledge,five
1770,259551,how many people atop a ski trail ready to descend,four
1771,24877,how many apples that are piled on top of each other,four
1772,2964,how many bottles of various types of alcohol on a kitchen counter with a couple appliances,four
1773,466536,how many way intersection with a clock tower in the middle,four
1774,222394,"how many skiers stand together on the slope , with trees in the background",two
1775,276584,how many skiers move slowly and carefully along the snow-covered ground,three
1776,84114,how many boys line up dressed in their baseball uniforms,three
1777,523405,how many little birds in a row is looking at the water,three
1778,421944,how many toothbrushes in a glass in front of a mirror,two
1779,499639,how many people are on the white surf board water and sail boats,three
1780,209722,how many horses is pulling a man on tractor over a farmland,six
1781,49643,how many men loading garbage into a trash truck,two
1782,481667,how many people riding on the back of an elephant,five
1783,46065,how many chocolates is this on a plate with an orange in the background,four
1784,322972,how many people walk closely on the beach carrying their surfboards,two
1785,470622,"how many cow is laying down in the sand , with two more cattle standing behind it",one
1786,103676,how many toy action figures looking into the microwave,two
1787,526227,how many pillows does the bed have at the head of it,five
1788,387075,how many people are there holding whine glasses taking a picture together,four
1789,517936,how many pair of scissors has a string on it,one
1790,526987,how many men are there sitting at a table eating food,two
1791,187720,how many man stands on top of the train while another man stands on the platform,one
1792,218931,how many people with game controls at a cubicle,two
1793,120734,how many horses sit on dirt land with a road and trees around them,three
1794,145645,how many bus is taking off on its daily schedule,six
1795,366956,how many graphically striking zebras is showing their true colors,two
1796,498938,"how many pair of legs with socks , another pair of bare legs",one
1797,535284,how many zebras are drinking from the muddy pond,three
1798,217276,how many young boys is using their mobile phones for different things,three
1799,175015,how many ladies is sitting in the back of a car,two
1800,96339,how many motorcycle parking meters are on the sidewalk,four
1801,454898,how many pink umbrellas in a garden at twilight,four
1802,150614,how many little league batters standing in front of a net,two
1803,570878,how many large goats with prominent horns staring at something,five
1804,409163,how many small boats in a body of water,three
1805,493438,how many zebra is sitting and one is standing,one
1806,438091,how many large birds are flying in the air,three
1807,528468,how many giraffes is tall and has spotted blocks,two
1808,34531,how many small giraffes standing in their exhibit next to the food pole,two
1809,310006,how many old-fashioned airplanes is performing in an air show,three
1810,219633,how many dogs that are sitting on the bench,three
1811,210604,how many men is reaching high for a frisby out of the air,two
1812,518215,how many giraffes are standing in the sandy enclosure near some buildings and trees,three
1813,408324,how many girls playing wii with numjucks on a couch,two
1814,445906,how many phones that are on top of a orange blanket,three
1815,71716,how many children are looking at doughnuts on a plate,two
1816,324496,how many steps does the skateboarder make a jump down,three
1817,321173,how many deserts are on the small yellow plate,three
1818,181438,how many chairs behind a very long piece of wood,six
1819,141659,how many giraffes are standing together by the rocks,two
1820,65916,how many way road sign mounted above the street sign,one
1821,497642,how many elephants with one 's trunk in the other 's mouth,three
1822,319406,how many surf boards is laying on a lawn near a sidewalk,five
1823,386419,how many men are cutting the cake that is on the table,two
1824,516198,how many people standing in snow with ski equipment,three
1825,574217,how many men is looking at a projection screen in a room,two
1826,63777,how many giraffe standing in a lush green wilderness,three
1827,526029,how many suitcases that are lined up against the wall,three
1828,424254,how many men in cowboy hats riding horses on the street,two
1829,317981,how many slices of pizza is sitting on a white plate,two
1830,93141,how many different views of a surfer is enjoying the water,five
1831,6101,how many person is helping three others to put their skis on,one
1832,524476,how many girls is using a hair dryer on an animal,two
1833,307082,how many pickup rests in the center of a fenced in area ringed with mounds of snow while a second and matching pickup careens down a mound of dirty snow,one
1834,506371,how many planes is flying straight down with white smoke trailing,four
1835,81042,how many baby bottles sit on the kitchen counter,five
1836,84211,how many women stand around the cake and smile,five
1837,76937,how many people on skateboards one girl is being pulled by a dog,three
1838,480588,how many sheep grazing in a pasture on a cloudy day,four
1839,544516,how many shetland ponies are lined up next to the coral,three
1840,90569,how many people holding wine glasses on top of a table,two
1841,545411,how many meals are prepared in bento boxes to prepare a week 's lunch,four
1842,281562,how many giraffes is looking over a large rocky structure in a grassy area,two
1843,326570,how many young people are playing an interactive video game,two
1844,263456,how many poster is the white bed in a white room,four
1845,104692,how many different types are there of birds on a branch,two
1846,580851,how many very similar toothbrushes grouped together in a silver cup,five
1847,83254,how many tennis players greet one another while standing on opposite sides of the net,two
1848,124622,how many canadian airplanes are parked on the tarmac,three
1849,249664,how many halves of a sandwich and a small bag of chips are situated on a plate,two
1850,73226,how many laptop computers side by side on a desk,two
1851,296573,how many white farm animals is standing in the field with a man while others look on,five
1852,184215,how many people dressed in animal costumes holding large suitcases,four
1853,16346,"how many people in hats , four is covering their mouths , ride motorcycles",five
1854,210195,how many ladies hold umbrellas taking cover near a bridge,two
1855,131197,how many sheep on a pile of hay with a woman petting one,two
1856,532933,how many friends walk down the street not pausing to crossing the street,three
1857,420028,how many people on skis is standing on the snow together,five
1858,169502,how many small stuffed animals propped up together with the smallest in the front,six
1859,38310,how many adult sized giraffes grazing in a field,five
1860,285477,how many books by different authors is laying on a bed,four
1861,156824,how many people are sitting at the counter and drinking wine,three
1862,406772,how many people standing on a tennis court holding tennis rackets,two
1863,190393,how many big wheels does the chair have on it,four
1864,505113,how many zebras standing in tall grass with elephants in the background,three
1865,470937,how many people standing under a sign near a traffic light,two
1866,45282,how many pottery objects rest upon a rug and wooden stand,four
1867,9895,how many small boys one on a tricycle and the other with a bat,two
1868,276009,how many motorcycle parked along the busy street with traffic,two
1869,556709,how many adults are paying attention to the baby,two
1870,106379,how many pieces of fruit is sitting side by side with one being peeled,three
1871,501917,how many people are paddle boarding in the ocean,six
1872,568810,how many people take the break from skiing and snowboarding to take a picture,five
1873,251009,how many pictures of a man with an arm tattoo is riding a skateboard,three
1874,549366,how many zebras are there grazing on a grassy plain,four
1875,477831,how many yellow fire hydrant sitting in the grass near a street sign by a gas station,one
1876,62029,how many women are making intimidating faces and wielding tennis rackets,six
1877,312671,how many people are seated at the table with three pizzas,five
1878,200103,how many people with ski poles is coming down a snowy hill,two
1879,429407,how many giraffes in an enclosure around a tree,four
1880,319522,how many horses stand in the distance in a pasture,four
1881,500190,how many peeled carrots next with cut up squash and cut up carrots next to them,two
1882,360617,how many zebras in the plains next to some trees,four
1883,222921,how many zebras is standing together drinking from a water stream,three
1884,16111,how many giraffes standing in a field beside a tree,five
1885,138805,how many people that are on the backs of horses in the water,two
1886,450592,how many white horses are pulling the carriage down the road,three
1887,357036,how many pictures of a man that is changing a chair into a table,four
1888,422336,how many adults is sitting at a table in the library with laptops,two
1889,313950,how many dog is laying on the bed and a second dog sitting on the same bed,one
1890,279883,how many men is sitting on a bed while holding laptop computers,two
1891,371603,how many fire trucks in a row down a road,five
1892,82898,how many zebras stand in the copse of small trees,five
1893,162215,how many people are there in the ocean with surfboards,six
1894,92336,how many motorcycles is making a turn on a motorcycle racing track,five
1895,22223,how many brown cows in the field eating grass,four
1896,138618,how many sheep is standing together with the man behind them with a cane,four
1897,137706,how many cows that are standing in the grass,two
1898,240836,how many giraffes at the base of a tree,three
1899,335758,how many people is playing a wii game on a large television,four
1900,201188,how many sheep in a grassy field with a rabbit nearby,two
1901,438833,how many man is catching the frisbee while another watches in the background,one
1902,563679,how many zebras in the foreground and wildebeests look around,three
1903,388330,how many giraffes is bending over to eat to eat tree branches,three
1904,351451,how many people is running after a soccer ball on a grass field,two
1905,502756,how many boys are there playing with a flying disc,three
1906,444037,how many men is driving a wagon pulled by two horses,two
1907,491636,how many third of the slices of the pizza are gone,one
1908,230127,how many children stand in front of a television while playing wii,two
1909,180271,how many giraffes standing in the dirt next to trees,three
1910,158326,how many polar bears rummage through the junk on a beach,three
1911,417219,how many skiers pose on the snowy mountain slope,four
1912,414067,how many sheep standing in grass next to a headstone with a lantern,four
1913,544215,how many elephants near a water hole surrounded by grass,three
1914,481427,how many cranes at a dock next to the ocean,four
1915,357799,how many girls are there that are playing baseball,two
1916,122099,how many vases full of flowers on a table,seven
1917,268516,how many office people are wearing colorful ties and holding bottles of sauce,four
1918,334779,how many cows interacting in the grassy field near trees,four
1919,397461,how many cows on the road outside some stores,four
1920,155177,how many laptops is sitting on a desk in front of a calendar,two
1921,314257,how many men is praying while one man sits on his motorcycle,three
1922,16935,how many white goats standing and eating in a green field,four
1923,450832,how many young men in sunglasses on a sailboat,five
1924,377920,"how many bench with sign above , no dogs allowed",one
1925,227779,how many bench in a cleared out area in the woods,seven
1926,353634,how many dogs are walking along the sand on the beach,three
1927,536920,how many girl has an umbrella while the other walks in the rain,one
1928,241369,how many pizzas rest on two boards used for taking them out of the oven,two
1929,469495,how many people are sitting on unique seats with flowers,three
1930,324316,how many men are seen eating something standing on the street,two
1931,309241,how many giraffes in captivity look into a building,three
1932,301403,how many frisbees is the guy holding and smiling,two
1933,188965,how many people stand in the middle of a blue painted kitchen,three
1934,369140,how many people walking on a snowy hill on a college campus,two
1935,144388,how many people is sitting on a wooden bench eating plates of food,three
1936,508174,how many giraffe is walking in front of another giraffe,one
1937,113077,how many giraffes standing on grass outside in the sun,two
1938,85252,how many man drives the machine over water while another hangs on the back,one
1939,42696,how many elephants are walking together in their enclosure,four
1940,475533,how many woman who are half dressed for an odd occasion,two
1941,17153,how many pizzas is sitting next to veggies and dip with dessert,two
1942,83632,how many airplanes is flying in a formation in the sky,six
1943,231601,how many mountain goats are there each sitting on their own rock ledge,three
1944,300239,how many women a male with a beard and a pizza,two
1945,103252,how many men are there reaching for a frisbee,two
1946,206387,how many green vegetables is the cat investigating on the floor,two
1947,580385,how many cars is the modern train moving down the tracks has,six
1948,448439,how many men on a subway is looking at their phones,three
1949,128117,how many man is trying to keep another man from getting by him,one
1950,56978,how many little goats is laying down beside each other,two
1951,151352,how many men cross country skiing during an event,five
1952,411343,how many zebras grazing in an outdoor zoo enclosure,four
1953,38370,how many blonde children eat at the table outside,five
1954,4830,how many matching bathroom sinks with matching towels and glasses,two
1955,508665,how many people play in the sand near a park with buildings behind it,three
1956,74840,how many people gather around the table preparing for a meal,four
1957,279415,how many people smiling and holding wine glasses in their hands,three
1958,240467,how many people are sitting on the bench engaged in various activities on a city street,seven
1959,459463,how many plastic containers filled with cut up vegetables,six
1960,402264,how many men standing behind the counter at a restaurant,three
1961,69700,how many men is shaking hands while one accepts a gift,two
1962,567389,how many displays does this desk have hooked up to mac mini 's,two
1963,571554,how many skiers look over edge of balcony to the slopes below,three
1964,404214,how many horses walking along a path in the snow,three
1965,308139,how many people standing on a platform near a train,three
1966,440346,how many trains next to each other at a railroad station,three
1967,186483,how many cats are laying on the bed next to each other,two
1968,326357,how many birds are perched on the branch in a tree,two
1969,273704,how many little boys in front of a birthday cake,two
1970,58796,"how many different pictures of food including a fruit bar , apple , soup , sandwich , lollipop , and french fries",six
1971,213577,how many men standing on a tennis court holding rackets,two
1972,134986,how many young people relaxing in the small boat is going down the stream,four
1973,14388,how many people riding on two motorcycles in the street,two
1974,363224,how many lane road with a crane is travelling in one lane,two
1975,416510,how many jockey players ride their horses while carrying their gear,five
1976,62127,"how many people is playing in the snowy city streets , two are skiing",five
1977,278260,how many men is sitting at a table with drinks in front of them,two
1978,197330,how many brown cows following a big and white herding dog through a wooded area with lush green grass,four
1979,427756,how many men who are holding video game controllers,two
1980,240344,how many men who are at an airshow walking together,three
1981,20044,how many women smiling and is standing together on the hill while a man behind them waves,two
1982,271401,how many old time airplanes is doing some tricks and aerobatics,four
1983,253729,how many different types of pizzas on plates with water glasses on a table,two
1984,31678,how many sheep stand around the large dirt field,five
1985,62038,how many wine glasses does this table have on it and a small snack,five
1986,369512,how many elephants are men bathing in the river,three
1987,455340,how many women is preparing to get onto a green bus,two
1988,360066,how many people is walking up and down a sidewalk,four
1989,75603,how many women are dressed in costumes in a room,three
1990,153142,how many surfboards are leaning against the white wall,four
1991,403743,how many people is playing a game with black controllers,three
1992,506037,how many women in a small kitchen interacting with each other,three
1993,171176,how many vase in the foreground and six in the background on display,one
1994,258182,how many black traffic lights show the red light,two
1995,96828,how many people are playing the game of tennis,four
1996,449701,how many bird is standing behind the other in the grass,one
1997,103720,how many tier cake on a table with a photo on top of a couple,three
1998,524063,how many young men go against each other in a game of soccer,two
1999,516289,how many birds standing on a wooden barrier beside a body of water,four
2000,502324,how many people riding horses through a city,two
2001,100579,how many women rest on beds in a hotel bedroom,three
2002,489186,how many men is playing soccer taking a penalty kick,four
2003,522771,how many men eat bananas while one holds up a paper,three
2004,429536,how many people share a cake on a small table,two
2005,153187,how many pieces are there of pizza on the plate on the table,two
2006,257988,how many suitcases sit in the snow next to a street,two
2007,173579,how many men is using a tool to turn off the water supply,two
2008,359408,how many women is sitting on a couch looking at something on the screen of a laptop,two
2009,362785,how many giraffes is walking close together pass a tree,two
2010,72955,how many hotdogs that are sitting in sand behind glass,two
2011,356097,how many planes is flying in the sky in formation,four
2012,237286,how many cat plays with the banana while another lies down on a rug,one
2013,568240,how many slices of bacon and cheese pizza and some other dish,six
2014,511874,how many cows lined up with their heads through a fence,four
2015,161515,how many christmas trees are inside an ornate cathedral there near the alter,two
2016,356702,how many men are smiling looking at the laptop computer,two
2017,378700,how many cow standing next to another sitting in a dirt patch,one
2018,252611,how many different kinds are there of vegetables in the container,three
2019,325040,how many soccer players that are playing against each other,two
2020,102333,how many zebra is sniffing the plant on the dusty ground,one
2021,205367,how many images of women playing tennis on a tennis court,two
2022,219963,how many giraffe stands in the shade while another is in the sun eating grass,one
2023,162682,how many large grey birds walking across a yard,three
2024,536834,how many surfers sit on the shore with surfboards,three
2025,271401,how many planes is flying together with spoke streams,four
2026,212672,how many pictures of a women is sitting at a table with a plate of food in front of her,four
2027,236381,how many white busses on street next to trees,two
2028,523114,how many tray of french fries and one tray with hot dog on red tabletop,one
2029,435414,how many white dogs does african american man oversee off leash in a park setting,two
2030,40065,how many suitcases are stacked on top of one another,five
2031,224108,how many parakeets perched on the bunch of bananas,three
2032,17468,"how many students is sitting on the floor together next to a window , with papers nad folders around them",four
2033,230048,"how many zebras is standing beside each other , facing the opposite direction",two
2034,352061,how many cow is laying down,one
2035,462401,how many boys is walking to a beach with their surfboards,four
2036,581218,how many fighter jets is flying to the right in formation,nine
2037,316937,how many teddy bears pinned onto the clothesline with clothes pins,four
2038,493601,how many slices of bread one with a salad spread and a spoon full,five
2039,425263,"how many tacos with meat , beans , cheese , jalapeno peppers , onions , green peppers , red peppers and sour cream",two
2040,162577,how many single giraffe is walking alone through green trees,one
2041,166291,how many story boat is traveling down a river next to a small boat,two
2042,572413,how many skiers are moving down the slope,three
2043,135577,how many cats is laying on a couch in a room,three
2044,562936,how many people are there in a office posing for a picture,six
2045,310140,how many microwaves on a table with smoke is coming out,three
2046,53587,how many people on skis stand on top of a snowy mountain,two
2047,103819,how many sheep are eating grass in a ranch,two
2048,28974,how many giraffes are walking together on the grasslands,three
2049,432410,"how many people on the beach , is riding on horses",six
2050,185302,"how many boats docked mostly blue , near road way",six
2051,121792,how many people in helmets are rollerblading on a trail,three
2052,521870,how many small figurines in a prayer position in front of two decorated vases,two
2053,32115,how many different donuts is the clear plastic tray containing,four
2054,535517,how many men are standing in the line with tickets in hand,four
2055,266652,how many street signs do the pole hold displaying various messages,three
2056,317022,how many people is standing in a dining room area watching what the man is doing,four
2057,342340,how many people is smiling on a sofa with a dog in their laps,three
2058,294238,how many pans of pizza on a table with plates,three
2059,511665,how many double decker buses is parking back to back,three
2060,512923,how many story stone building on a city street next to a parked orange truck,four
2061,148168,how many dogs that are next to the persons feet,two
2062,461442,"how many large , orange clay jars are near the pond",two
2063,497694,how many sections of a sandwich with fresh vegetables on a white plate,four
2064,412720,"how many chefs behind a glass , is preparing plates of food",two
2065,547089,how many skate boarders are preparing to ride in the skate board bowl,three
2066,42725,how many women is standing in a kitchen cleaning plates,three
2067,103929,how many women sit at two separate tables in a cafe,four
2068,390093,how many kids in a boat with bananas and drinks,two
2069,193171,how many photos of a woman tennis player with her arm raised up and the tennis racket in her hand,two
2070,447439,how many bright piece of broccoli in gravy left on a plate,one
2071,363120,how many guys are playing instruments by a fire,four
2072,467082,how many flowers is sticking out of the side of a small bowl,two
2073,179188,how many people in ski gear in a forest area,three
2074,87783,how many giraffe standing near trees in a grass field that appears to be a zoo,three
2075,341075,"how many giraffes in an enclosure , one sitting and four standing",five
2076,417832,how many teddy bears is the young girl holding,three
2077,443005,how many motorcycle riders are riding the motorcycle bike,two
2078,211613,how many adult brown and white giraffes and one brown and white baby giraffe,three
2079,479461,how many men sit at the table with laptops and papers on it,three
2080,387393,how many donuts cooking in a vat of boiling fat,eight
2081,237689,how many horse riders gallop quickly while playing polo,two
2082,355133,how many slices of pizza and two drinks on a table,four
2083,311726,how many horses are pulling are cart with a person and umbrella,four
2084,77841,how many elderly people in a living room with wii remotes,three
2085,244026,how many women are sitting at the table and eating bananas,four
2086,105800,how many young ladies is carrying their children in a market,two
2087,107846,how many men is playing a game with nintendo wii controllers,three
2088,376750,how many children playing outside surrounded by toy motorcycles,two
2089,343696,how many black sheep standing close to each other in an open field grazing,three
2090,379232,how many people is sitting on the edge of the water looking out towards the ships,two
2091,44954,how many people riding surf boards on a wave,two
2092,218964,how many pizzas on pans is sitting on a stove top,two
2093,40455,how many ducks that are standing next to each other,five
2094,265573,how many sheep is standing on its own away from the others,one
2095,163267,how many buffalo is laying down in the grassy field,three
2096,373251,how many officers are cutting the large colorful military cake,five
2097,451341,how many sheep are gathered in the pen with hay and food,eight
2098,300111,how many men are playing the game of frisbee in the park,three
2099,429671,how many cow lies down in the field as another stands,one
2100,387393,how many donuts are cooked together in oil in a metal tray,eight
2101,151892,"how many plates with a hotdog , carrots and grapes",two
2102,43270,how many televisions all lined up in an angle,nine
2103,153845,how many different glasses does the wine stands hold of wine,three
2104,367763,"how many person stands on top of a car while two people stand next to the car , looking up at the person",one
2105,338535,how many children is looking at a camera in school uniforms,two
2106,356810,how many planes in the sky in a flying formation,four
2107,197401,how many zebras in a stone walled enclosure with small trees in it,two
2108,464634,how many clocks are shown above signs for train platforms,three
2109,403521,how many clocks does the guest house clock have with different time zones,four
2110,107197,how many empty boats docked at the shore line,seven
2111,356097,"how many planes is flying right next to each other , leaving vapor trails",four
2112,144115,how many polar bears swimming in the water and playing with balls,two
2113,372430,how many male skateboarders tables snow and red truck,three
2114,125690,how many cat is sitting on a chair and another cat is sitting under the chair,one
2115,230545,how many vase stands on the platform above a container decorated with green leaves,one
2116,212974,how many pictures of a cake and the various ingredients in it,four
2117,543182,how many broken toilets are on the side of the road one of them is shattered into many pieces,three
2118,519138,how many giraffes are there walking in a natural setting,four
2119,278793,how many zebra is eating from the large round vessel,four
2120,208974,"how many square images of a kite in the air , starting with the kite further up and ending with the kite closer to the camera",four
2121,515195,how many elephant with it 's trunk inside a tire,one
2122,197851,how many star bus is riding down the street,five
2123,286525,how many square sink bowls on the counter in front of two mirrors,two
2124,323264,how many guys is playing a video game while a woman sits and watches,two
2125,178598,how many leg does the woman hold up in the air after hitting a tennis ball with a racket,one
2126,68697,how many stuffed bears are sitting on the chair,three
2127,12098,how many flowers in a small vase on a ledge,three
2128,412406,how many horses run across the grass with tall buildings in the background,five
2129,95025,how many baseball players are on the field playing baseball,three
2130,14388,how many people on scooters is sitting at a traffic light,two
2131,580257,how many ladies is looking at pictures on a camera in the park,two
2132,9462,how many men in black aprons stand in a kitchen tent area,two
2133,549002,how many colorful donuts standing on their sides on a table,six
2134,240820,how many people pose for the picture while skiing,five
2135,571750,how many boy is standing on the hill with a snowboard and another boy is snowboarding down the hill,one
2136,541422,how many pizza is sitting on top of a black counter top,two
2137,34061,how many sheep does the cat observe laying in a grassy field,two
2138,355828,how many tier cake decorated with hearts and flowers,three
2139,346270,how many women are smiling inside the house,two
2140,455902,how many small pizzas cooking on a black grill,two
2141,297182,how many people is posing with a tennis racket for the camera,three
2142,431902,how many men in front of flags is appearing to give a conference,four
2143,340528,"how many different views of a building with column , steeple , carved details , and clock is showing 12:13",four
2144,258788,how many elephants playing with each other outside on the dirt,two
2145,11825,how many shetland ponies standing behind metal bars with grass on the ground,two
2146,331594,how many jet boats docked on the sandy beach,two
2147,168992,how many horses standing in a field and a man standing next to them,two
2148,246528,how many men are there sitting on chairs one of them is on the phone,two
2149,416924,how many identical zebras grazing in the green grass,two
2150,45146,how many snow skiers are posing for the picture,four
2151,581218,how many silver fighter jets is flying through the sky,nine
2152,161973,how many stunt plane is flying together in the air,five
2153,13920,how many people is riding on an elephant on a dirt trail,three
2154,375043,how many friends pose for the picture holding their stuffed animals,four
2155,253945,how many woman is walking away from an restaurant under an umbrella in the rain,two
2156,502288,how many guys playing in the park with a frisbee,three
2157,136493,how many women is flying a kite in a field of long grass,two
2158,96877,how many men is playing a game in a gym while people watch,two
2159,285397,how many small donuts are on the tea saucer,six
2160,474670,how many airplanes in the sky with smoke is coming from them flying together,seven
2161,345725,how many elephants feeding on he brush in the jungle,two
2162,85151,how many children is flying a kite in a wide open space,five
2163,369331,how many different kinds of sandwiches on a china plate,four
2164,188831,how many cat sits in the group of sheep,one
2165,497296,how many girls in school uniforms are at a train station,three
2166,102144,"how many teddy bears from font sitting on ledge with patchwork grass of countryside behind them , and blue sky with clouds",four
2167,573725,how many young girls is playing nintendo inside a living room,two
2168,404,how many boats are docked together on the cloudy day,three
2169,466987,how many blue boat is going across some water on a sunny day,one
2170,473261,how many girls at the computer sharing earphones to hear what 's on the screen,two
2171,379064,how many motorcycle bikes is sitting on a trailer outside,two
2172,357858,how many speed boats are parked on the beach near groups of people,two
2173,532673,how many zebras are standing in the line on the grass staring straight ahead,four
2174,528748,how many giraffes walking outside near a wood gate,three
2175,145409,how many kites on a pretty cloudy day by the water,two
2176,469392,how many giraffes is standing right next to each other near some trees,three
2177,110611,how many giraffes are surrounded by trees and rocks,three
2178,258205,how many people are in the water body surfing and enjoying the water,four
2179,336267,how many birds that are brown standing on a branch,three
2180,562382,how many elephants on a grassy field near a body of water,five
2181,63414,how many strings does the man in a field hold to fly a kite,two
2182,122355,how many people is smiling with tennis rackets in their hands,four
2183,8519,how many man is swinging the bat and running while a man holds his hand out behind him to catch the ball,one
2184,174028,how many females is sitting on a bench one is being the arms for the other,two
2185,279810,how many iphones sit next to each other on a blue table,two
2186,334109,how many remote controls is sitting on top of colored balls,five
2187,472900,how many drinks is sitting on a large drink tray,ten
2188,562650,how many people are flying the kite in the sky,two
2189,500390,how many kids are going after the soccer ball,three
2190,229552,how many people on horseback with the horse rearing,three
2191,404183,how many vehicles are parked in front of a garage,three
2192,488880,how many elephants stand in an enclosure behind a fence,two
2193,365451,how many horse is there only standing on a large empty field,one
