,train_image_id_count,question_count,answer_count
1708,211913,what is the color of the sky,blue
1709,536198,what is the color of the bear,black
1710,343012,what is the color of the mats,red
1711,474882,what is the color of the monoplane,orange
1712,215844,what is the color of the walls,white
1713,544001,what is the color of the court,blue
1714,336267,what is the color of the birds,brown
1715,423454,what is the color of the light,red
1716,258134,what is the color of the umbrella,orange
1717,149555,what is the color of the teddy,blue
1718,209851,what is the color of the valley,green
1719,301479,what is the color of the dog,white
1720,194056,what is the color of the coat,yellow
1721,308600,what is the color of the shirt,orange
1722,29753,what is the color of the flowers,purple
1723,512190,what is the color of the tie,white
1724,165531,what is the color of the surf,black
1725,381923,what is the color of the shorts,black
1726,11222,what is the color of the eyes,black
1727,289030,what is the color of the marking,blue
1728,509764,what is the color of the cats,black
1729,300738,what is the color of the detail,yellow
1730,26321,what is the color of the woman,black
1731,100337,what is the color of the inlets,green
1732,60415,what is the color of the frisbee,white
1733,391685,what is the color of the wheels,green
1734,308803,what is the color of the dessert,white
1735,322659,what is the color of the bus,yellow
1736,64708,what is the color of the dog,white
1737,158486,what is the color of the landing,gray
1738,34702,what is the color of the horse,brown
1739,361604,what is the color of the shirt,gray
1740,300001,what is the color of the bus,yellow
1741,333355,what is the color of the sky,blue
1742,531979,what is the color of the dress,purple
1743,512190,what is the color of the shirt,white
1744,155102,what is the color of the flowers,purple
1745,167245,what is the color of the shirt,blue
1746,65198,what is the color of the backdrop,blue
1747,24808,what is the color of the umbrella,white
1748,429221,what is the color of the toilet,white
1749,228105,what is the color of the pieces,blue
1750,41087,what is the color of the truck,yellow
1751,534980,what is the color of the jacket,green
1752,9673,what is the color of the building,brown
1753,59123,what is the color of the table,black
1754,172669,what is the color of the vase,blue
1755,314949,what is the color of the bear,brown
1756,128387,what is the color of the bird,purple
1757,271949,what is the color of the carriage,white
1758,461917,what is the color of the truck,gray
1759,93428,what is the color of the sky,gray
1760,98233,what is the color of the day,gray
1761,497989,what is the color of the bus,yellow
1762,26131,what is the color of the flowers,purple
1763,20398,what is the color of the fire,yellow
1764,549317,what is the color of the tub,white
1765,558576,what is the color of the bag,brown
1766,451381,what is the color of the suitcase,black
1767,396137,what is the color of the helmet,blue
1768,106438,what is the color of the phone,orange
1769,314741,what is the color of the surfboard,green
1770,45183,what is the color of the bear,brown
1771,496123,what is the color of the teddy,purple
1772,269142,what is the color of the field,green
1773,568531,what is the color of the elephants,gray
1774,176506,what is the color of the toilet,white
1775,520802,what is the color of the planes,red
1776,7642,what is the color of the umbrella,blue
1777,265645,what is the color of the sky,blue
1778,259242,what is the color of the vase,white
1779,260167,what is the color of the pair,yellow
1780,100142,what is the color of the t-shirt,gray
1781,214057,what is the color of the bathroom,white
1782,525409,what is the color of the plane,white
1783,256967,what is the color of the field,green
1784,456422,what is the color of the suit,red
1785,359131,what is the color of the checks,blue
1786,548893,what is the color of the driving,orange
1787,394436,what is the color of the engine,blue
1788,348785,what is the color of the bear,brown
1789,307272,what is the color of the fire,yellow
1790,151101,what is the color of the fire,red
1791,281959,what is the color of the cake,white
1792,581882,what is the color of the sink,white
1793,492774,what is the color of the mouse,white
1794,74032,what is the color of the bear,black
1795,198788,what is the color of the dress,white
1796,433310,what is the color of the shirt,red
1797,137016,what is the color of the dog,white
1798,235034,what is the color of the container,green
1799,322945,what is the color of the dog,brown
1800,304065,what is the color of the hydrant,white
1801,300120,what is the color of the hat,red
1802,547348,what is the color of the umbrella,green
1803,551829,what is the color of the pole,green
1804,162250,what is the color of the horses,brown
1805,268227,what is the color of the cat,white
1806,377301,what is the color of the light,red
1807,547542,what is the color of the toilet,yellow
1808,558551,what is the color of the field,green
1809,20475,what is the color of the pillow,blue
1810,176500,what is the color of the dog,black
1811,194461,what is the color of the streetlights,yellow
1812,313002,what is the color of the herbs,green
1813,68237,what is the color of the stick,black
1814,208974,what is the color of the cloud,gray
1815,426085,what is the color of the shirt,red
1816,477836,what is the color of the jackets,black
1817,145411,what is the color of the signs,blue
1818,421346,what is the color of the peppers,green
1819,97213,what is the color of the truck,orange
1820,48825,what is the color of the frizbee,green
1821,496274,what is the color of the motorcycle,red
1822,116270,what is the color of the flowers,yellow
1823,351966,what is the color of the flowers,yellow
1824,438694,what is the color of the thing,red
1825,408048,what is the color of the broccoli,green
1826,268072,what is the color of the table,white
1827,504280,what is the color of the cub,brown
1828,386154,what is the color of the umbrella,orange
1829,8053,what is the color of the hydrant,yellow
1830,513214,what is the color of the trunks,black
1831,315997,what is the color of the bus,blue
1832,21674,what is the color of the tie,black
1833,438314,what is the color of the bedspread,red
1834,577623,what is the color of the oven,white
1835,175889,what is the color of the background,purple
1836,325799,what is the color of the vase,white
1837,557308,what is the color of the boat,white
1838,530076,what is the color of the grass,green
1839,276208,what is the color of the room,orange
1840,306671,what is the color of the cat,orange
1841,263493,what is the color of the cat,orange
1842,104879,what is the color of the plate,white
1843,402970,what is the color of the bear,brown
1844,335411,what is the color of the hydrant,yellow
1845,517958,what is the color of the car,red
1846,86217,what is the color of the buses,red
1847,289915,what is the color of the shirts,orange
1848,550126,what is the color of the curtain,white
1849,3272,what is the color of the cloth,purple
1850,21622,what is the color of the bathroom,black
1851,264320,what is the color of the plate,white
1852,76792,what is the color of the skies,blue
1853,88603,what is the color of the bathroom,yellow
1854,274022,what is the color of the driving,white
1855,258226,what is the color of the tv,black
1856,192862,what is the color of the teddy,brown
1857,338850,what is the color of the sky,blue
1858,557272,what is the color of the buses,white
1859,375194,what is the color of the cats,black
1860,206656,what is the color of the cat,orange
1861,173282,what is the color of the shirt,white
1862,502529,what is the color of the plate,white
1863,405327,what is the color of the sky,blue
1864,294978,what is the color of the cabinets,black
1865,14034,what is the color of the bananas,yellow
1866,162828,what is the color of the frisbee,yellow
1867,376811,what is the color of the fire,green
1868,330516,what is the color of the horse,brown
1869,82438,what is the color of the bananas,green
1870,203822,what is the color of the piece,orange
1871,30149,what is the color of the toy,yellow
1872,253470,what is the color of the tie,orange
1873,99297,what is the color of the bear,brown
1874,439669,what is the color of the water,brown
1875,79613,what is the color of the shoe,brown
1876,575351,what is the color of the shirt,orange
1877,67647,what is the color of the table,white
1878,176612,what is the color of the flowers,red
1879,125377,what is the color of the garage,gray
1880,324764,what is the color of the appliances,white
1881,206636,what is the color of the frisbee,purple
1882,113504,what is the color of the hydrant,yellow
1883,30429,what is the color of the leaves,orange
1884,564707,what is the color of the fence,brown
1885,81408,what is the color of the cat,black
1886,168758,what is the color of the train,blue
1887,346250,what is the color of the top,black
1888,373653,what is the color of the bus,white
1889,135459,what is the color of the bench,red
1890,179170,what is the color of the tie,black
1891,173631,what is the color of the frisbee,green
1892,532059,what is the color of the sheep,white
1893,479990,what is the color of the field,green
1894,364206,what is the color of the bus,yellow
1895,385146,what is the color of the field,green
1896,432226,what is the color of the toilet,white
1897,145945,what is the color of the sidewalk,yellow
1898,572358,what is the color of the chair,red
1899,466020,what is the color of the dog,brown
1900,432064,what is the color of the tower,gray
1901,400039,what is the color of the items,yellow
1902,191264,what is the color of the field,green
1903,211458,what is the color of the frisbee,red
1904,208894,what is the color of the fire,yellow
1905,244096,what is the color of the forest,green
1906,246503,what is the color of the image,white
1907,547449,what is the color of the van,green
1908,469035,what is the color of the something,gray
1909,69081,what is the color of the rides,blue
1910,443308,what is the color of the bears,brown
1911,500162,what is the color of the wall,blue
1912,319688,what is the color of the slices,orange
1913,101895,what is the color of the pillow,black
1914,22462,what is the color of the dog,brown
1915,123764,what is the color of the horse,white
1916,250910,what is the color of the glasses,black
1917,244928,what is the color of the object,orange
1918,362919,what is the color of the building,red
1919,355603,what is the color of the dog,brown
1920,189330,what is the color of the benches,red
1921,141994,what is the color of the grass,green
1922,259677,what is the color of the plate,white
1923,239915,what is the color of the motorcycle,yellow
1924,327328,what is the color of the bag,orange
1925,237098,what is the color of the bird,brown
1926,336682,what is the color of the cows,brown
1927,46927,what is the color of the chair,black
1928,577884,what is the color of the cat,gray
1929,233379,what is the color of the eyes,yellow
1930,62392,what is the color of the bench,white
1931,581153,what is the color of the pizza,black
1932,504917,what is the color of the top,blue
1933,358650,what is the color of the frisbee,blue
1934,464809,what is the color of the ribbon,yellow
1935,314647,what is the color of the area,green
1936,233539,what is the color of the decorations,brown
1937,525342,what is the color of the apples,green
1938,175500,what is the color of the vehicle,white
1939,298985,what is the color of the teddy,brown
1940,57395,what is the color of the plate,blue
1941,81311,what is the color of the shoe,green
1942,552417,what is the color of the slope,black
1943,467318,what is the color of the storefront,blue
1944,415589,what is the color of the kite,blue
1945,361394,what is the color of the cake,white
1946,98304,what is the color of the walled,white
1947,136088,what is the color of the computer,white
1948,42156,what is the color of the train,yellow
1949,86412,what is the color of the bear,brown
1950,382418,what is the color of the sign,red
1951,31376,what is the color of the horse,white
1952,465670,what is the color of the couch,brown
1953,327549,what is the color of the hydrant,blue
1954,331520,what is the color of the string,red
1955,373898,what is the color of the car,gray
1956,463969,what is the color of the flower,white
1957,220686,what is the color of the bus,red
1958,381047,what is the color of the bedspread,white
1959,519911,what is the color of the bear,brown
1960,459234,what is the color of the horse,black
1961,434183,what is the color of the wall,gray
1962,190360,what is the color of the car,black
1963,362500,what is the color of the couch,brown
1964,96154,what is the color of the skies,blue
1965,194643,what is the color of the bicycle,green
1966,470632,what is the color of the sandals,red
1967,38896,what is the color of the face,orange
1968,402362,what is the color of the horse,brown
1969,542541,what is the color of the firetrucks,red
1970,75902,what is the color of the train,red
1971,38226,what is the color of the umbrellas,red
1972,533255,what is the color of the cabinets,white
1973,139333,what is the color of the flowers,red
1974,205023,what is the color of the field,green
1975,485161,what is the color of the refrigerator,black
1976,362668,what is the color of the toilet,white
1977,347878,what is the color of the hydrant,blue
1978,334938,what is the color of the refrigerator,gray
1979,470028,what is the color of the vehicle,red
1980,360367,what is the color of the bear,brown
1981,565641,what is the color of the sky,blue
1982,47857,what is the color of the birds,green
1983,479391,what is the color of the hat,red
1984,523691,what is the color of the hydrant,green
1985,424138,what is the color of the cow,black
1986,517941,what is the color of the shorts,blue
1987,480022,what is the color of the floatie,yellow
1988,242142,what is the color of the toilet,white
1989,278494,what is the color of the court,blue
1990,394900,what dressed up like the marching band and color guard,bears
1991,203107,what is the color of the frisbee,yellow
1992,435653,what is the color of the huddle,brown
1993,569550,what is the color of the chair,orange
1994,419656,what is the color of the sign,blue
1995,207686,what is the color of the floor,gray
1996,161937,what is the color of the grizzly,brown
1997,150641,what is the color of the car,blue
1998,80739,what is the color of the light,green
1999,331249,what is the color of the table,brown
2000,429806,what is the color of the hair,black
2001,222056,what is the color of the daisies,purple
2002,10743,what is the color of the umbrella,yellow
2003,290566,what is the color of the liquid,blue
2004,86831,what is the color of the sign,blue
2005,406445,what is the color of the skis,yellow
2006,28184,what is the color of the field,green
2007,144036,what is the color of the shirt,white
2008,13158,what is the color of the chair,blue
2009,108187,what is the color of the controllers,white
2010,292387,what is the color of the field,green
2011,185232,what is the color of the dog,white
2012,419656,what is the color of the frame,red
2013,209106,what is the color of the boat,yellow
2014,263770,what is the color of the train,blue
2015,55630,what is the color of the kitten,orange
2016,292907,what is the color of the church,white
2017,497244,what is the color of the shirt,black
2018,379038,"what do amazingly , match the fire hydrant 's color almost perfectly",flower
2019,553184,what is the color of the pole,yellow
2020,194676,what is the color of the truck,white
2021,400612,what is the color of the bananas,green
2022,507603,what is the color of the bus,red
2023,69087,what is the color of the sign,red
2024,167342,what is the color of the faces,black
2025,156326,what is the color of the flowers,purple
2026,249259,what is the color of the jet,gray
2027,352143,what is the color of the curtain,blue
2028,246139,what is the color of the building,white
2029,261051,what is the color of the tie,blue
2030,245590,what is the color of the wii,red
2031,309660,what is the color of the bear,black
2032,271595,what is the color of the cat,gray
2033,372833,what is the color of the umbrella,blue
2034,473604,what is the color of the plate,white
2035,385555,what is the color of the blazer,gray
2036,318168,what is the color of the toy,blue
2037,482671,what is the color of the plate,white
2038,327176,what is the color of the sands,gray
2039,283530,what is the color of the trucks,green
2040,492037,what is the color of the bear,black
2041,364159,what is the color of the plate,white
2042,138910,what is the color of the room,orange
2043,314189,what is the color of the field,green
2044,79873,what is the color of the hat,black
2045,556088,what is the color of the bushes,green
2046,498988,what is the color of the eyes,yellow
2047,530282,what is the color of the business,yellow
2048,257162,what is the color of the truck,gray
2049,548958,what is the color of the wedges,orange
2050,43232,what is the color of the park,green
2051,80404,what is the color of the parrot,red
2052,134188,what is the color of the fire,red
2053,297066,what is the color of the wings,orange
2054,294214,what is the color of the polish,yellow
2055,521301,what is the color of the horse,brown
2056,357349,what is the color of the headband,black
2057,210680,what is the color of the peppers,green
2058,222983,what is the color of the sauce,yellow
2059,237715,what is the color of the field,green
2060,470711,what is the color of the chair,black
2061,56784,what is the color of the spots,brown
2062,369633,what is the color of the train,yellow
2063,230224,what is the color of the cat,yellow
2064,427163,what is the color of the toilet,blue
2065,406514,what is the color of the truck,white
2066,433232,what is the color of the bus,blue
2067,501957,what is the color of the surfboard,yellow
2068,282485,what is the color of the tie,red
2069,549685,what is the color of the bear,brown
2070,568440,what is the color of the bananas,green
2071,425914,what is the color of the sofa,brown
2072,312430,what is the color of the vase,orange
2073,344672,what is the color of the elephant,gray
2074,69283,what is the color of the umbrellas,black
2075,482037,what is the color of the donut,white
2076,221293,what is the color of the skateboard,yellow
2077,191686,what is the color of the bear,brown
2078,211844,what is the color of the computer,white
2079,539675,what is the color of the fire,red
2080,26733,what is the color of the laptop,gray
2081,228318,what is the color of the tail,orange
2082,416684,what is the color of the grass,green
2083,477233,what is the color of the laptop,gray
2084,379357,what is the color of the bottle,green
2085,64816,what is the color of the horse,brown
2086,226505,what is the color of the bus,blue
2087,159567,what is the color of the decker,purple
2088,72592,what is the color of the field,green
2089,425590,what is the color of the bus,orange
2090,103058,what is the color of the pipe,orange
2091,531948,what is the color of the counter,black
2092,54706,what is the color of the stands,gray
2093,65209,what is the color of the jersey,black
2094,425208,what is the color of the shirts,blue
2095,105877,what is the color of the hair,black
2096,106072,what is the color of the car,red
2097,103940,what is the color of the chair,brown
2098,121931,what is the color of the dog,white
2099,456147,what is the color of the horse,brown
2100,414888,what is the color of the horse,brown
2101,284383,what is the color of the plate,brown
2102,238768,what is the color of the flower,purple
2103,306288,what is the color of the plate,blue
2104,265982,what is the color of the rock,gray
2105,395397,what is the color of the fire,white
2106,276559,what is the color of the shirt,white
2107,264758,what is the color of the jacket,black
2108,232524,what is the color of the field,green
2109,465220,what is the color of the plants,green
2110,293713,what is the color of the shirt,gray
2111,398952,what is the color of the horse,brown
2112,493841,what is the color of the pillar,green
2113,14619,what is the color of the image,white
2114,341198,what is the color of the vase,gray
2115,216036,what is the color of the wings,yellow
2116,531266,what is the color of the field,green
2117,363885,what is the color of the light,red
2118,393291,what is the color of the bathroom,white
2119,166920,what is the color of the station,red
2120,456653,what is the color of the dog,brown
2121,438448,what is the color of the suitcase,black
2122,559184,what is the color of the suit,black
2123,439071,what is the color of the plays,black
2124,501710,what is the color of the horses,brown
2125,27055,what is the color of the gate,blue
2126,66909,what is the color of the shirt,gray
2127,171103,what is the color of the sweater,gray
2128,318990,what is the color of the vase,yellow
2129,74002,what is the color of the bowl,white
2130,453231,what is the color of the horses,brown
2131,77563,what is the color of the tower,white
2132,361685,what is the color of the one,white
2133,83454,what is the color of the sign,yellow
2134,159923,what is the color of the rug,white
2135,483757,what is the color of the bike,black
2136,256214,what is the color of the tv,gray
2137,44569,what is the color of the juice,orange
2138,512173,what is the color of the surfboard,white
2139,340282,what is the color of the jacket,black
2140,562015,what is the color of the cat,gray
2141,239417,what is the color of the robe,yellow
2142,15002,what is the color of the shorts,blue
2143,272040,what is the color of the suv,gray
2144,342709,what is the color of the features,black
2145,139275,what is the color of the toothbrush,blue
2146,247072,what is the color of the frisbee,orange
2147,462353,what is the color of the linens,white
2148,95095,what is the color of the freezer,white
2149,255988,what is the color of the t-shirt,gray
2150,405055,what is the color of the sheep,white
2151,81323,what is the color of the tomatoes,orange
2152,33057,what is the color of the couch,gray
2153,481856,what is the color of the sheep,brown
2154,322625,what is the color of the beans,green
2155,335092,what is the color of the animal,black
2156,69393,what is the color of the truck,red
2157,293328,what is the color of the sofa,yellow
2158,338954,what is the color of the chair,red
2159,103846,what is the color of the pasture,green
2160,7642,what is the color of the umbrella,purple
2161,21514,what is the color of the dog,gray
2162,268739,what is the color of the hoodie,purple
2163,286141,what is the color of the cat,orange
2164,368435,what is the color of the frisbee,green
2165,260969,what is the color of the toy,red
2166,191931,what is the color of the mask,red
2167,43780,what is the color of the wall,orange
2168,263333,what is the color of the sky,blue
2169,535528,what is the color of the umbrella,red
2170,560997,what is the color of the bus,black
2171,256731,what is the color of the dolly,red
2172,260347,what is the color of the vegetables,green
2173,423842,what is the color of the field,green
2174,201273,what is the color of the flowers,yellow
2175,152038,what is the color of the accents,blue
2176,390288,what is the color of the hydrant,yellow
2177,330808,what is the color of the wall,brown
2178,284001,what is the color of the horse,brown
2179,176758,what is the color of the bananas,green
2180,429460,what is the color of the cat,gray
2181,477920,what is the color of the dog,brown
2182,267504,what is the color of the table,black
2183,484171,what is the color of the plate,white
2184,514204,what is the color of the grass,black
2185,391436,what is the color of the stop,red
2186,561324,what is the color of the ballon,orange
2187,314714,what is the color of the dog,black
2188,263311,what is the color of the bath,white
2189,276950,what is the color of the wheels,red
2190,178239,what is the color of the elephant,gray
2191,344075,what is the color of the bear,black
2192,461524,what is the color of the field,green
2193,135316,what is the color of the sky,gray
2194,114249,what is the color of the baseball,white
2195,548153,what is the color of the sign,blue
2196,411108,what is the color of the bus,red
2197,452821,what is the color of the signs,green
2198,382681,what is the color of the sky,blue
2199,48141,what is the color of the train,red
2200,574739,what is the color of the motorcycle,blue
2201,358384,what is the color of the hedge,green
2202,426388,what is the color of the bed,orange
2203,377983,what is the color of the dog,white
2204,468623,what is the color of the bit,green
2205,237443,what is the color of the tree,green
2206,404377,what is the color of the showing,red
2207,494383,what is the color of the wall,black
2208,52394,what is the color of the sky,blue
2209,566835,what is the color of the bench,green
2210,305315,what is the color of the beak,red
2211,271395,what is the color of the car,black
2212,463883,what is the color of the cat,gray
2213,284686,what is the color of the clock,brown
2214,83566,what is the color of the beak,orange
2215,305690,what is the color of the harness,purple
2216,505597,what is the color of the vase,green
2217,15809,what is the color of the yarn,blue
2218,353086,what is the color of the shirt,green
2219,398070,what is the color of the fire,yellow
2220,400275,what is the color of the boat,yellow
2221,9069,what is the color of the keyboard,white
2222,562593,what is the color of the jacket,white
2223,561524,what is the color of the skies,blue
2224,579667,what is the color of the cat,black
2225,65901,what is the color of the ocean,blue
2226,481634,what is the color of the wagon,orange
2227,428065,what is the color of the motorcycle,red
2228,159525,what is the color of the glass,white
2229,237044,what is the color of the suit,gray
2230,180418,what is the color of the tongue,black
2231,338281,what is the color of the hair,blue
2232,361930,what is the color of the court,purple
2233,42418,what is the color of the court,green
2234,101687,what is the color of the train,red
2235,4360,what is the color of the motorcycle,green
2236,577948,what is the color of the plate,white
2237,5715,what is the color of the dress,yellow
2238,357132,what is the color of the flowers,purple
2239,382435,what is the color of the vegetation,green
2240,264797,what is the color of the flowers,purple
2241,281029,what is the color of the chair,purple
2242,292152,what is the color of the plate,white
2243,84821,what is the color of the hydrant,white
2244,479141,what is the color of the suit,white
2245,439241,what is the color of the toilet,white
2246,138604,what is the color of the eyes,yellow
2247,480208,what is the color of the skiing,yellow
2248,225100,what is the color of the doughnut,brown
2249,546261,what is the color of the dog,black
2250,378846,what is the color of the tie,black
2251,86908,what is the color of the toilet,yellow
2252,47944,what is the color of the book,yellow
2253,549650,what is the color of the towering,white
2254,41818,what is the color of the juice,orange
2255,184116,what is the color of the cat,orange
2256,411931,what is the color of the brissles,blue
2257,413354,what is the color of the swings,white
2258,318223,what is the color of the flowers,purple
2259,56432,what is the color of the vest,yellow
2260,551832,what is the color of the goat,gray
2261,105282,what is the color of the dog,brown
2262,461560,what is the color of the bear,black
2263,159423,what is the color of the frisbee,blue
2264,457408,what is the color of the sofa,orange
2265,414647,what is the color of the motorbike,green
2266,518966,what is the color of the sweater,black
2267,138315,what is the color of the banana,yellow
2268,239915,what is the color of the motorcycle,yellow
2269,426510,what is the color of the trains,white
2270,117637,what is the color of the afghan,purple
2271,71964,what is the color of the dog,white
2272,527834,what is the color of the boy,black
2273,118480,what is the color of the inside,gray
2274,467198,what is the color of the items,green
2275,125230,what is the color of the signs,yellow
2276,333267,what is the color of the sheep,white
2277,111330,what is the color of the bus,red
2278,571553,what is the color of the bear,black
2279,234293,what is the color of the cat,gray
2280,231840,what is the color of the signs,green
2281,516300,what is the color of the pot,gray
2282,79628,what is the color of the bus,green
2283,334491,what is the color of the clock,white
2284,362346,what is the color of the field,green
2285,106269,what is the color of the cat,gray
2286,479720,what is the color of the stuff,brown
2287,533222,what is the color of the shirt,red
2288,436394,what is the color of the shirt,orange
2289,439779,what is the color of the cat,black
2290,182316,what is the color of the bear,black
2291,447108,what is the color of the field,green
2292,291755,what is the color of the field,green
2293,130553,what is the color of the motorcycle,red
2294,297465,what is the color of the cattle,black
2295,280847,what is the color of the frisbee,yellow
2296,407196,what is the color of the dog,black
2297,195225,what is the color of the truck,red
2298,348076,what is the color of the pants,green
2299,24204,what is the color of the couch,red
2300,250708,what is the color of the cow,brown
2301,440246,what is the color of the field,green
2302,174911,what is the color of the motorcycle,blue
2303,444636,what is the color of the hydrant,yellow
2304,463655,what is the color of the boat,green
2305,291290,what is the color of the train,red
2306,146436,what is the color of the jacket,red
2307,313983,what is the color of the fence,white
2308,157926,what is the color of the beans,green
2309,404266,what is the color of the cats,gray
2310,99314,what is the color of the cat,black
2311,195368,what is the color of the curtain,orange
2312,458960,what is the color of the hat,black
2313,333280,what is the color of the feet,white
2314,94485,what is the color of the toilet,white
2315,296233,what is the color of the gowns,purple
2316,445815,what is the color of the tag,green
2317,319295,what is the color of the onions,purple
2318,481894,what is the color of the shirt,green
2319,195927,what is the color of the kitchen,yellow
2320,383658,what is the color of the pug,black
2321,576012,what is the color of the bus,red
2322,551434,what is the color of the bears,brown
2323,269325,what is the color of the covering,green
2324,511014,what is the color of the branch,green
2325,245235,what is the color of the horse,brown
2326,282583,what is the color of the apple,yellow
2327,245235,what is the color of the shirt,purple
2328,200500,what is the color of the toilet,white
2329,577807,what is the color of the dog,white
2330,229680,what is the color of the suitcase,brown
2331,465266,what is the color of the stop,red
2332,22440,what is the color of the bus,red
2333,165707,what is the color of the traffic,green
2334,481565,what is the color of the cushion,gray
2335,327738,what is the color of the leaf,green
2336,271789,what is the color of the top,white
2337,380714,what is the color of the pole,orange
2338,96881,what is the color of the coat,gray
2339,492137,what is the color of the cat,orange
2340,447684,what is the color of the cow,brown
2341,91952,what is the color of the table,gray
2342,85904,what is the color of the bathroom,blue
2343,432932,what is the color of the bus,yellow
2344,483425,what is the color of the top,gray
2345,489762,what is the color of the frisbee,green
2346,250720,what is the color of the toilet,brown
2347,7583,what is the color of the horses,gray
2348,438314,what is the color of the spread,orange
2349,380957,what is the color of the couch,brown
2350,472841,what is the color of the horse,brown
2351,421298,what is the color of the plate,white
2352,237685,what is the color of the light,green
2353,222245,what is the color of the umbrella,yellow
2354,15876,what is the color of the engine,red
2355,129914,what is the color of the grass,green
2356,69051,what is the color of the ornament,black
2357,380420,what is the color of the teddy,brown
2358,142428,what is the color of the horse,brown
2359,390291,what is the color of the jacket,blue
2360,77533,what is the color of the hydrant,red
2361,247034,what is the color of the rugs,blue
2362,456201,what is the color of the bike,yellow
2363,27739,what is the color of the horse,brown
2364,317474,what is the color of the bananas,yellow
2365,318763,what is the color of the grass,green
2366,59146,what is the color of the frisbee,yellow
2367,412563,what is the color of the wall,purple
2368,394359,what is the color of the sky,yellow
2369,242695,what is the color of the grass,green
2370,139970,what is the color of the walls,green
2371,147276,what is the color of the grass,gray
2372,323646,what is the color of the tie,blue
2373,375096,what is the color of the sign,yellow
2374,457016,what is the color of the umbrella,yellow
2375,80339,what is the color of the lid,brown
2376,387546,what is the color of the sky,blue
2377,202784,what is the color of the bathroom,white
2378,32516,what is the color of the teddy,green
2379,272072,what is the color of the bath,white
2380,465360,what is the color of the outside,green
2381,311568,what is the color of the sign,red
2382,565546,what is the color of the fest,orange
2383,251264,what is the color of the trees,green
2384,256189,what is the color of the roses,yellow
2385,163829,what is the color of the laptop,black
2386,202066,what is the color of the bookshelf,white
2387,122493,what is the color of the frisbee,yellow
2388,90675,what is the color of the field,green
2389,292977,what is the color of the minivan,blue
2390,306671,what is the color of the blanket,white
2391,518859,what is the color of the bus,red
2392,125503,what is the color of the fire,yellow
2393,115681,what is the color of the bears,brown
2394,292982,what is the color of the flower,purple
2395,531076,what is the color of the pair,black
2396,367907,what is the color of the cows,black
2397,420485,what is the color of the train,black
2398,536008,what is the color of the flowers,purple
2399,392537,what is the color of the bathroom,brown
2400,395314,what is the color of the bus,yellow
2401,195420,what is the color of the horse,brown
2402,307016,what is the color of the bear,black
2403,462192,what is the color of the dumpster,blue
2404,299974,what is the color of the wall,green
2405,339757,what is the color of the cows,brown
2406,39846,what is the color of the floor,brown
2407,151678,what is the color of the landing,black
2408,83691,what is the color of the bus,green
2409,509899,what is the color of the buses,yellow
2410,21089,what is the color of the sky,blue
2411,186268,what is the color of the plate,green
2412,369521,what is the color of the parrot,green
2413,230109,what is the color of the bedroom,white
2414,303047,what is the color of the heels,red
2415,145631,what is the color of the bat,black
2416,12488,what is the color of the vegetables,green
2417,463655,what is the color of the boat,green
2418,101215,what is the color of the woman,white
2419,326313,what is the color of the cat,black
2420,482064,what is the color of the tree,white
2421,339089,what is the color of the meter,black
2422,535660,what is the color of the photograph,white
2423,498679,what is the color of the cows,gray
2424,39669,what is the color of the dog,black
2425,248831,what is the color of the umbrella,red
2426,501013,what is the color of the pants,black
2427,243818,what is the color of the field,green
2428,105134,what is the color of the animal,black
2429,88082,what is the color of the cat,black
2430,376084,what is the color of the truck,yellow
2431,463591,what is the color of the mirror,black
2432,494199,what is the color of the peppers,green
2433,516110,what is the color of the motorcycle,green
2434,108680,what is the color of the train,blue
2435,68617,what is the color of the t-shirt,gray
2436,380742,what is the color of the top,red
2437,341049,what is the color of the fabric,gray
2438,411253,what is the color of the sign,yellow
2439,69654,what is the color of the train,yellow
2440,147843,what is the color of the bush,green
2441,537770,what is the color of the suit,black
2442,404270,what is the color of the teddy,blue
2443,192780,what is the color of the bowl,blue
2444,542658,what is the color of the frisbee,white
2445,528882,what is the color of the walking,brown
2446,112114,what is the color of the van,blue
2447,108259,what is the color of the post,green
2448,106229,what is the color of the hairdryer,black
2449,121047,what is the color of the horse,brown
2450,260679,what is the color of the bus,white
2451,376946,what is the color of the plate,white
2452,559221,what is the color of the frame,red
2453,3514,what is the color of the lawn,green
2454,139702,what is the color of the grass,yellow
2455,452746,what is the color of the bar,white
2456,56599,what is the color of the shirt,blue
2457,43776,what is the color of the train,red
2458,113009,what is the color of the bananas,green
2459,509049,what is the color of the sweaters,red
2460,425988,what is the color of the water,brown
2461,550410,what is the color of the plate,blue
2462,145891,what is the color of the bed,white
2463,175116,what is the color of the plate,white
2464,231134,what is the color of the snow,white
2465,8836,what is the color of the bus,blue
2466,476011,what is the color of the cat,black
2467,456771,what is the color of the plants,yellow
2468,9465,what is the color of the building,red
2469,454745,what is the color of the motorcycle,green
2470,473411,what is the color of the shoes,green
2471,203652,what is the color of the vehicle,blue
2472,319612,what is the color of the stamen,yellow
2473,321567,what is the color of the dog,white
2474,560997,what is the color of the bus,black
2475,138342,what is the color of the table,brown
2476,173073,what is the color of the cow,black
2477,469595,what is the color of the stripe,orange
2478,400275,what is the color of the boat,yellow
2479,557023,what is the color of the truck,white
2480,238562,what is the color of the box,white
2481,192516,what is the color of the dog,gray
2482,375282,what is the color of the pants,gray
2483,109314,what is the color of the plate,white
