,Image_IDs,Questions_Answers
249,CLEVR_val_008760,"[{'question': 'Is the large gray sphere right of the large brown cylinder?', 'answer': 1}, {'question': 'Is the large brown cylinder right of the large gray sphere?', 'answer': 0}, {'question': 'Is the large green cube right of the large brown cylinder?', 'answer': 1}, {'question': 'Is the large brown cylinder right of the large green cube?', 'answer': 0}, {'question': 'Is the large gray sphere right of the large green cube?', 'answer': 1}, {'question': 'Is the large green cube right of the large gray sphere?', 'answer': 0}, {'question': 'Is the large green cube behind the large brown cylinder?', 'answer': 1}, {'question': 'Is the large brown cylinder behind the large green cube?', 'answer': 0}, {'question': 'Is the large brown cylinder behind the large gray sphere?', 'answer': 1}, {'question': 'Is the large gray sphere behind the large brown cylinder?', 'answer': 0}, {'question': 'Is the large green cube behind the large gray sphere?', 'answer': 1}, {'question': 'Is the large gray sphere behind the large green cube?', 'answer': 0}, {'question': 'Is the large gray sphere in front of the large brown cylinder?', 'answer': 1}, {'question': 'Is the large brown cylinder in front of the large gray sphere?', 'answer': 0}, {'question': 'Is the large brown cylinder in front of the large green cube?', 'answer': 1}, {'question': 'Is the large green cube in front of the large brown cylinder?', 'answer': 0}, {'question': 'Is the large gray sphere in front of the large green cube?', 'answer': 1}, {'question': 'Is the large green cube in front of the large gray sphere?', 'answer': 0}, {'question': 'Is the large brown cylinder left of the large gray sphere?', 'answer': 1}, {'question': 'Is the large gray sphere left of the large brown cylinder?', 'answer': 0}, {'question': 'Is the large green cube left of the large gray sphere?', 'answer': 1}, {'question': 'Is the large gray sphere left of the large green cube?', 'answer': 0}, {'question': 'Is the large brown cylinder left of the large green cube?', 'answer': 1}, {'question': 'Is the large green cube left of the large brown cylinder?', 'answer': 0}]"
250,CLEVR_val_008803,"[{'question': 'Is the large blue cube right of the large green cylinder?', 'answer': 1}, {'question': 'Is the large green cylinder right of the large blue cube?', 'answer': 0}, {'question': 'Is the large green cylinder right of the small brown sphere?', 'answer': 1}, {'question': 'Is the small brown sphere right of the large green cylinder?', 'answer': 0}, {'question': 'Is the large blue cube right of the small brown sphere?', 'answer': 1}, {'question': 'Is the small brown sphere right of the large blue cube?', 'answer': 0}, {'question': 'Is the large blue cube behind the large green cylinder?', 'answer': 1}, {'question': 'Is the large green cylinder behind the large blue cube?', 'answer': 0}, {'question': 'Is the large green cylinder behind the small brown sphere?', 'answer': 1}, {'question': 'Is the small brown sphere behind the large green cylinder?', 'answer': 0}, {'question': 'Is the large blue cube behind the small brown sphere?', 'answer': 1}, {'question': 'Is the small brown sphere behind the large blue cube?', 'answer': 0}, {'question': 'Is the small brown sphere in front of the large green cylinder?', 'answer': 1}, {'question': 'Is the large green cylinder in front of the small brown sphere?', 'answer': 0}, {'question': 'Is the large green cylinder in front of the large blue cube?', 'answer': 1}, {'question': 'Is the large blue cube in front of the large green cylinder?', 'answer': 0}, {'question': 'Is the small brown sphere in front of the large blue cube?', 'answer': 1}, {'question': 'Is the large blue cube in front of the small brown sphere?', 'answer': 0}, {'question': 'Is the small brown sphere left of the large green cylinder?', 'answer': 1}, {'question': 'Is the large green cylinder left of the small brown sphere?', 'answer': 0}, {'question': 'Is the large green cylinder left of the large blue cube?', 'answer': 1}, {'question': 'Is the large blue cube left of the large green cylinder?', 'answer': 0}, {'question': 'Is the small brown sphere left of the large blue cube?', 'answer': 1}, {'question': 'Is the large blue cube left of the small brown sphere?', 'answer': 0}]"
251,CLEVR_val_008808,"[{'question': 'Is the large cyan cube right of the small brown sphere?', 'answer': 1}, {'question': 'Is the small brown sphere right of the large cyan cube?', 'answer': 0}, {'question': 'Is the small blue cylinder right of the small brown sphere?', 'answer': 1}, {'question': 'Is the small brown sphere right of the small blue cylinder?', 'answer': 0}, {'question': 'Is the large cyan cube right of the small blue cylinder?', 'answer': 1}, {'question': 'Is the small blue cylinder right of the large cyan cube?', 'answer': 0}, {'question': 'Is the small brown sphere behind the large cyan cube?', 'answer': 1}, {'question': 'Is the large cyan cube behind the small brown sphere?', 'answer': 0}, {'question': 'Is the small brown sphere behind the small blue cylinder?', 'answer': 1}, {'question': 'Is the small blue cylinder behind the small brown sphere?', 'answer': 0}, {'question': 'Is the large cyan cube behind the small blue cylinder?', 'answer': 1}, {'question': 'Is the small blue cylinder behind the large cyan cube?', 'answer': 0}, {'question': 'Is the large cyan cube in front of the small brown sphere?', 'answer': 1}, {'question': 'Is the small brown sphere in front of the large cyan cube?', 'answer': 0}, {'question': 'Is the small blue cylinder in front of the small brown sphere?', 'answer': 1}, {'question': 'Is the small brown sphere in front of the small blue cylinder?', 'answer': 0}, {'question': 'Is the small blue cylinder in front of the large cyan cube?', 'answer': 1}, {'question': 'Is the large cyan cube in front of the small blue cylinder?', 'answer': 0}, {'question': 'Is the small brown sphere left of the large cyan cube?', 'answer': 1}, {'question': 'Is the large cyan cube left of the small brown sphere?', 'answer': 0}, {'question': 'Is the small blue cylinder left of the large cyan cube?', 'answer': 1}, {'question': 'Is the large cyan cube left of the small blue cylinder?', 'answer': 0}, {'question': 'Is the small brown sphere left of the small blue cylinder?', 'answer': 1}, {'question': 'Is the small blue cylinder left of the small brown sphere?', 'answer': 0}]"
252,CLEVR_val_008827,"[{'question': 'Is the large purple cube right of the large cyan sphere?', 'answer': 1}, {'question': 'Is the large cyan sphere right of the large purple cube?', 'answer': 0}, {'question': 'Is the large cyan sphere right of the large brown cylinder?', 'answer': 1}, {'question': 'Is the large brown cylinder right of the large cyan sphere?', 'answer': 0}, {'question': 'Is the large purple cube right of the large brown cylinder?', 'answer': 1}, {'question': 'Is the large brown cylinder right of the large purple cube?', 'answer': 0}, {'question': 'Is the large cyan sphere behind the large brown cylinder?', 'answer': 1}, {'question': 'Is the large brown cylinder behind the large cyan sphere?', 'answer': 0}, {'question': 'Is the large cyan sphere behind the large purple cube?', 'answer': 1}, {'question': 'Is the large purple cube behind the large cyan sphere?', 'answer': 0}, {'question': 'Is the large brown cylinder behind the large purple cube?', 'answer': 1}, {'question': 'Is the large purple cube behind the large brown cylinder?', 'answer': 0}, {'question': 'Is the large brown cylinder in front of the large cyan sphere?', 'answer': 1}, {'question': 'Is the large cyan sphere in front of the large brown cylinder?', 'answer': 0}, {'question': 'Is the large purple cube in front of the large cyan sphere?', 'answer': 1}, {'question': 'Is the large cyan sphere in front of the large purple cube?', 'answer': 0}, {'question': 'Is the large purple cube in front of the large brown cylinder?', 'answer': 1}, {'question': 'Is the large brown cylinder in front of the large purple cube?', 'answer': 0}, {'question': 'Is the large brown cylinder left of the large cyan sphere?', 'answer': 1}, {'question': 'Is the large cyan sphere left of the large brown cylinder?', 'answer': 0}, {'question': 'Is the large cyan sphere left of the large purple cube?', 'answer': 1}, {'question': 'Is the large purple cube left of the large cyan sphere?', 'answer': 0}, {'question': 'Is the large brown cylinder left of the large purple cube?', 'answer': 1}, {'question': 'Is the large purple cube left of the large brown cylinder?', 'answer': 0}]"
253,CLEVR_val_008877,"[{'question': 'Is the large cyan cube right of the large blue sphere?', 'answer': 1}, {'question': 'Is the large blue sphere right of the large cyan cube?', 'answer': 0}, {'question': 'Is the small yellow cylinder right of the large blue sphere?', 'answer': 1}, {'question': 'Is the large blue sphere right of the small yellow cylinder?', 'answer': 0}, {'question': 'Is the small yellow cylinder right of the large cyan cube?', 'answer': 1}, {'question': 'Is the large cyan cube right of the small yellow cylinder?', 'answer': 0}, {'question': 'Is the small yellow cylinder behind the large blue sphere?', 'answer': 1}, {'question': 'Is the large blue sphere behind the small yellow cylinder?', 'answer': 0}, {'question': 'Is the large blue sphere behind the large cyan cube?', 'answer': 1}, {'question': 'Is the large cyan cube behind the large blue sphere?', 'answer': 0}, {'question': 'Is the small yellow cylinder behind the large cyan cube?', 'answer': 1}, {'question': 'Is the large cyan cube behind the small yellow cylinder?', 'answer': 0}, {'question': 'Is the large cyan cube in front of the large blue sphere?', 'answer': 1}, {'question': 'Is the large blue sphere in front of the large cyan cube?', 'answer': 0}, {'question': 'Is the large blue sphere in front of the small yellow cylinder?', 'answer': 1}, {'question': 'Is the small yellow cylinder in front of the large blue sphere?', 'answer': 0}, {'question': 'Is the large cyan cube in front of the small yellow cylinder?', 'answer': 1}, {'question': 'Is the small yellow cylinder in front of the large cyan cube?', 'answer': 0}, {'question': 'Is the large blue sphere left of the large cyan cube?', 'answer': 1}, {'question': 'Is the large cyan cube left of the large blue sphere?', 'answer': 0}, {'question': 'Is the large blue sphere left of the small yellow cylinder?', 'answer': 1}, {'question': 'Is the small yellow cylinder left of the large blue sphere?', 'answer': 0}, {'question': 'Is the large cyan cube left of the small yellow cylinder?', 'answer': 1}, {'question': 'Is the small yellow cylinder left of the large cyan cube?', 'answer': 0}]"
254,CLEVR_val_008890,"[{'question': 'Is the small blue sphere right of the small gray cube?', 'answer': 1}, {'question': 'Is the small gray cube right of the small blue sphere?', 'answer': 0}, {'question': 'Is the small gray cube right of the large red cylinder?', 'answer': 1}, {'question': 'Is the large red cylinder right of the small gray cube?', 'answer': 0}, {'question': 'Is the small blue sphere right of the large red cylinder?', 'answer': 1}, {'question': 'Is the large red cylinder right of the small blue sphere?', 'answer': 0}, {'question': 'Is the small blue sphere behind the small gray cube?', 'answer': 1}, {'question': 'Is the small gray cube behind the small blue sphere?', 'answer': 0}, {'question': 'Is the small gray cube behind the large red cylinder?', 'answer': 1}, {'question': 'Is the large red cylinder behind the small gray cube?', 'answer': 0}, {'question': 'Is the small blue sphere behind the large red cylinder?', 'answer': 1}, {'question': 'Is the large red cylinder behind the small blue sphere?', 'answer': 0}, {'question': 'Is the large red cylinder in front of the small gray cube?', 'answer': 1}, {'question': 'Is the small gray cube in front of the large red cylinder?', 'answer': 0}, {'question': 'Is the small gray cube in front of the small blue sphere?', 'answer': 1}, {'question': 'Is the small blue sphere in front of the small gray cube?', 'answer': 0}, {'question': 'Is the large red cylinder in front of the small blue sphere?', 'answer': 1}, {'question': 'Is the small blue sphere in front of the large red cylinder?', 'answer': 0}, {'question': 'Is the large red cylinder left of the small gray cube?', 'answer': 1}, {'question': 'Is the small gray cube left of the large red cylinder?', 'answer': 0}, {'question': 'Is the small gray cube left of the small blue sphere?', 'answer': 1}, {'question': 'Is the small blue sphere left of the small gray cube?', 'answer': 0}, {'question': 'Is the large red cylinder left of the small blue sphere?', 'answer': 1}, {'question': 'Is the small blue sphere left of the large red cylinder?', 'answer': 0}]"
255,CLEVR_val_008928,"[{'question': 'Is the large cyan sphere right of the small cyan cube?', 'answer': 1}, {'question': 'Is the small cyan cube right of the large cyan sphere?', 'answer': 0}, {'question': 'Is the large cyan sphere right of the large green cylinder?', 'answer': 1}, {'question': 'Is the large green cylinder right of the large cyan sphere?', 'answer': 0}, {'question': 'Is the small cyan cube right of the large green cylinder?', 'answer': 1}, {'question': 'Is the large green cylinder right of the small cyan cube?', 'answer': 0}, {'question': 'Is the large cyan sphere behind the small cyan cube?', 'answer': 1}, {'question': 'Is the small cyan cube behind the large cyan sphere?', 'answer': 0}, {'question': 'Is the large green cylinder behind the small cyan cube?', 'answer': 1}, {'question': 'Is the small cyan cube behind the large green cylinder?', 'answer': 0}, {'question': 'Is the large cyan sphere behind the large green cylinder?', 'answer': 1}, {'question': 'Is the large green cylinder behind the large cyan sphere?', 'answer': 0}, {'question': 'Is the small cyan cube in front of the large cyan sphere?', 'answer': 1}, {'question': 'Is the large cyan sphere in front of the small cyan cube?', 'answer': 0}, {'question': 'Is the large green cylinder in front of the large cyan sphere?', 'answer': 1}, {'question': 'Is the large cyan sphere in front of the large green cylinder?', 'answer': 0}, {'question': 'Is the small cyan cube in front of the large green cylinder?', 'answer': 1}, {'question': 'Is the large green cylinder in front of the small cyan cube?', 'answer': 0}, {'question': 'Is the small cyan cube left of the large cyan sphere?', 'answer': 1}, {'question': 'Is the large cyan sphere left of the small cyan cube?', 'answer': 0}, {'question': 'Is the large green cylinder left of the large cyan sphere?', 'answer': 1}, {'question': 'Is the large cyan sphere left of the large green cylinder?', 'answer': 0}, {'question': 'Is the large green cylinder left of the small cyan cube?', 'answer': 1}, {'question': 'Is the small cyan cube left of the large green cylinder?', 'answer': 0}]"
256,CLEVR_val_008940,"[{'question': 'Is the large gray cylinder right of the large gray sphere?', 'answer': 1}, {'question': 'Is the large gray sphere right of the large gray cylinder?', 'answer': 0}, {'question': 'Is the large gray sphere right of the small yellow cube?', 'answer': 1}, {'question': 'Is the small yellow cube right of the large gray sphere?', 'answer': 0}, {'question': 'Is the large gray cylinder right of the small yellow cube?', 'answer': 1}, {'question': 'Is the small yellow cube right of the large gray cylinder?', 'answer': 0}, {'question': 'Is the small yellow cube behind the large gray sphere?', 'answer': 1}, {'question': 'Is the large gray sphere behind the small yellow cube?', 'answer': 0}, {'question': 'Is the large gray cylinder behind the large gray sphere?', 'answer': 1}, {'question': 'Is the large gray sphere behind the large gray cylinder?', 'answer': 0}, {'question': 'Is the small yellow cube behind the large gray cylinder?', 'answer': 1}, {'question': 'Is the large gray cylinder behind the small yellow cube?', 'answer': 0}, {'question': 'Is the large gray sphere in front of the small yellow cube?', 'answer': 1}, {'question': 'Is the small yellow cube in front of the large gray sphere?', 'answer': 0}, {'question': 'Is the large gray cylinder in front of the small yellow cube?', 'answer': 1}, {'question': 'Is the small yellow cube in front of the large gray cylinder?', 'answer': 0}, {'question': 'Is the large gray sphere in front of the large gray cylinder?', 'answer': 1}, {'question': 'Is the large gray cylinder in front of the large gray sphere?', 'answer': 0}, {'question': 'Is the small yellow cube left of the large gray sphere?', 'answer': 1}, {'question': 'Is the large gray sphere left of the small yellow cube?', 'answer': 0}, {'question': 'Is the large gray sphere left of the large gray cylinder?', 'answer': 1}, {'question': 'Is the large gray cylinder left of the large gray sphere?', 'answer': 0}, {'question': 'Is the small yellow cube left of the large gray cylinder?', 'answer': 1}, {'question': 'Is the large gray cylinder left of the small yellow cube?', 'answer': 0}]"
257,CLEVR_val_008956,"[{'question': 'Is the large red sphere right of the small red cylinder?', 'answer': 1}, {'question': 'Is the small red cylinder right of the large red sphere?', 'answer': 0}, {'question': 'Is the large yellow cube right of the small red cylinder?', 'answer': 1}, {'question': 'Is the small red cylinder right of the large yellow cube?', 'answer': 0}, {'question': 'Is the large red sphere right of the large yellow cube?', 'answer': 1}, {'question': 'Is the large yellow cube right of the large red sphere?', 'answer': 0}, {'question': 'Is the small red cylinder behind the large red sphere?', 'answer': 1}, {'question': 'Is the large red sphere behind the small red cylinder?', 'answer': 0}, {'question': 'Is the large yellow cube behind the large red sphere?', 'answer': 1}, {'question': 'Is the large red sphere behind the large yellow cube?', 'answer': 0}, {'question': 'Is the small red cylinder behind the large yellow cube?', 'answer': 1}, {'question': 'Is the large yellow cube behind the small red cylinder?', 'answer': 0}, {'question': 'Is the large red sphere in front of the small red cylinder?', 'answer': 1}, {'question': 'Is the small red cylinder in front of the large red sphere?', 'answer': 0}, {'question': 'Is the large yellow cube in front of the small red cylinder?', 'answer': 1}, {'question': 'Is the small red cylinder in front of the large yellow cube?', 'answer': 0}, {'question': 'Is the large red sphere in front of the large yellow cube?', 'answer': 1}, {'question': 'Is the large yellow cube in front of the large red sphere?', 'answer': 0}, {'question': 'Is the small red cylinder left of the large red sphere?', 'answer': 1}, {'question': 'Is the large red sphere left of the small red cylinder?', 'answer': 0}, {'question': 'Is the large yellow cube left of the large red sphere?', 'answer': 1}, {'question': 'Is the large red sphere left of the large yellow cube?', 'answer': 0}, {'question': 'Is the small red cylinder left of the large yellow cube?', 'answer': 1}, {'question': 'Is the large yellow cube left of the small red cylinder?', 'answer': 0}]"
258,CLEVR_val_009011,"[{'question': 'Is the large purple sphere right of the large brown cylinder?', 'answer': 1}, {'question': 'Is the large brown cylinder right of the large purple sphere?', 'answer': 0}, {'question': 'Is the large brown cylinder right of the large brown cube?', 'answer': 1}, {'question': 'Is the large brown cube right of the large brown cylinder?', 'answer': 0}, {'question': 'Is the large purple sphere right of the large brown cube?', 'answer': 1}, {'question': 'Is the large brown cube right of the large purple sphere?', 'answer': 0}, {'question': 'Is the large brown cube behind the large brown cylinder?', 'answer': 1}, {'question': 'Is the large brown cylinder behind the large brown cube?', 'answer': 0}, {'question': 'Is the large brown cylinder behind the large purple sphere?', 'answer': 1}, {'question': 'Is the large purple sphere behind the large brown cylinder?', 'answer': 0}, {'question': 'Is the large brown cube behind the large purple sphere?', 'answer': 1}, {'question': 'Is the large purple sphere behind the large brown cube?', 'answer': 0}, {'question': 'Is the large purple sphere in front of the large brown cylinder?', 'answer': 1}, {'question': 'Is the large brown cylinder in front of the large purple sphere?', 'answer': 0}, {'question': 'Is the large brown cylinder in front of the large brown cube?', 'answer': 1}, {'question': 'Is the large brown cube in front of the large brown cylinder?', 'answer': 0}, {'question': 'Is the large purple sphere in front of the large brown cube?', 'answer': 1}, {'question': 'Is the large brown cube in front of the large purple sphere?', 'answer': 0}, {'question': 'Is the large brown cube left of the large brown cylinder?', 'answer': 1}, {'question': 'Is the large brown cylinder left of the large brown cube?', 'answer': 0}, {'question': 'Is the large brown cylinder left of the large purple sphere?', 'answer': 1}, {'question': 'Is the large purple sphere left of the large brown cylinder?', 'answer': 0}, {'question': 'Is the large brown cube left of the large purple sphere?', 'answer': 1}, {'question': 'Is the large purple sphere left of the large brown cube?', 'answer': 0}]"
259,CLEVR_val_009030,"[{'question': 'Is the large green sphere right of the small gray cylinder?', 'answer': 1}, {'question': 'Is the small gray cylinder right of the large green sphere?', 'answer': 0}, {'question': 'Is the large red cube right of the small gray cylinder?', 'answer': 1}, {'question': 'Is the small gray cylinder right of the large red cube?', 'answer': 0}, {'question': 'Is the large green sphere right of the large red cube?', 'answer': 1}, {'question': 'Is the large red cube right of the large green sphere?', 'answer': 0}, {'question': 'Is the large red cube behind the large green sphere?', 'answer': 1}, {'question': 'Is the large green sphere behind the large red cube?', 'answer': 0}, {'question': 'Is the large green sphere behind the small gray cylinder?', 'answer': 1}, {'question': 'Is the small gray cylinder behind the large green sphere?', 'answer': 0}, {'question': 'Is the large red cube behind the small gray cylinder?', 'answer': 1}, {'question': 'Is the small gray cylinder behind the large red cube?', 'answer': 0}, {'question': 'Is the small gray cylinder in front of the large green sphere?', 'answer': 1}, {'question': 'Is the large green sphere in front of the small gray cylinder?', 'answer': 0}, {'question': 'Is the large green sphere in front of the large red cube?', 'answer': 1}, {'question': 'Is the large red cube in front of the large green sphere?', 'answer': 0}, {'question': 'Is the small gray cylinder in front of the large red cube?', 'answer': 1}, {'question': 'Is the large red cube in front of the small gray cylinder?', 'answer': 0}, {'question': 'Is the small gray cylinder left of the large green sphere?', 'answer': 1}, {'question': 'Is the large green sphere left of the small gray cylinder?', 'answer': 0}, {'question': 'Is the large red cube left of the large green sphere?', 'answer': 1}, {'question': 'Is the large green sphere left of the large red cube?', 'answer': 0}, {'question': 'Is the small gray cylinder left of the large red cube?', 'answer': 1}, {'question': 'Is the large red cube left of the small gray cylinder?', 'answer': 0}]"
260,CLEVR_val_009075,"[{'question': 'Is the small yellow sphere right of the small cyan cube?', 'answer': 1}, {'question': 'Is the small cyan cube right of the small yellow sphere?', 'answer': 0}, {'question': 'Is the small red cylinder right of the small cyan cube?', 'answer': 1}, {'question': 'Is the small cyan cube right of the small red cylinder?', 'answer': 0}, {'question': 'Is the small red cylinder right of the small yellow sphere?', 'answer': 1}, {'question': 'Is the small yellow sphere right of the small red cylinder?', 'answer': 0}, {'question': 'Is the small yellow sphere behind the small cyan cube?', 'answer': 1}, {'question': 'Is the small cyan cube behind the small yellow sphere?', 'answer': 0}, {'question': 'Is the small red cylinder behind the small cyan cube?', 'answer': 1}, {'question': 'Is the small cyan cube behind the small red cylinder?', 'answer': 0}, {'question': 'Is the small red cylinder behind the small yellow sphere?', 'answer': 1}, {'question': 'Is the small yellow sphere behind the small red cylinder?', 'answer': 0}, {'question': 'Is the small cyan cube in front of the small yellow sphere?', 'answer': 1}, {'question': 'Is the small yellow sphere in front of the small cyan cube?', 'answer': 0}, {'question': 'Is the small cyan cube in front of the small red cylinder?', 'answer': 1}, {'question': 'Is the small red cylinder in front of the small cyan cube?', 'answer': 0}, {'question': 'Is the small yellow sphere in front of the small red cylinder?', 'answer': 1}, {'question': 'Is the small red cylinder in front of the small yellow sphere?', 'answer': 0}, {'question': 'Is the small cyan cube left of the small yellow sphere?', 'answer': 1}, {'question': 'Is the small yellow sphere left of the small cyan cube?', 'answer': 0}, {'question': 'Is the small cyan cube left of the small red cylinder?', 'answer': 1}, {'question': 'Is the small red cylinder left of the small cyan cube?', 'answer': 0}, {'question': 'Is the small yellow sphere left of the small red cylinder?', 'answer': 1}, {'question': 'Is the small red cylinder left of the small yellow sphere?', 'answer': 0}]"
261,CLEVR_val_009131,"[{'question': 'Is the small yellow cylinder right of the small cyan cube?', 'answer': 1}, {'question': 'Is the small cyan cube right of the small yellow cylinder?', 'answer': 0}, {'question': 'Is the small cyan cube right of the large green sphere?', 'answer': 1}, {'question': 'Is the large green sphere right of the small cyan cube?', 'answer': 0}, {'question': 'Is the small yellow cylinder right of the large green sphere?', 'answer': 1}, {'question': 'Is the large green sphere right of the small yellow cylinder?', 'answer': 0}, {'question': 'Is the small yellow cylinder behind the small cyan cube?', 'answer': 1}, {'question': 'Is the small cyan cube behind the small yellow cylinder?', 'answer': 0}, {'question': 'Is the small cyan cube behind the large green sphere?', 'answer': 1}, {'question': 'Is the large green sphere behind the small cyan cube?', 'answer': 0}, {'question': 'Is the small yellow cylinder behind the large green sphere?', 'answer': 1}, {'question': 'Is the large green sphere behind the small yellow cylinder?', 'answer': 0}, {'question': 'Is the large green sphere in front of the small cyan cube?', 'answer': 1}, {'question': 'Is the small cyan cube in front of the large green sphere?', 'answer': 0}, {'question': 'Is the small cyan cube in front of the small yellow cylinder?', 'answer': 1}, {'question': 'Is the small yellow cylinder in front of the small cyan cube?', 'answer': 0}, {'question': 'Is the large green sphere in front of the small yellow cylinder?', 'answer': 1}, {'question': 'Is the small yellow cylinder in front of the large green sphere?', 'answer': 0}, {'question': 'Is the large green sphere left of the small cyan cube?', 'answer': 1}, {'question': 'Is the small cyan cube left of the large green sphere?', 'answer': 0}, {'question': 'Is the small cyan cube left of the small yellow cylinder?', 'answer': 1}, {'question': 'Is the small yellow cylinder left of the small cyan cube?', 'answer': 0}, {'question': 'Is the large green sphere left of the small yellow cylinder?', 'answer': 1}, {'question': 'Is the small yellow cylinder left of the large green sphere?', 'answer': 0}]"
262,CLEVR_val_009144,"[{'question': 'Is the large cyan sphere right of the small blue cube?', 'answer': 1}, {'question': 'Is the small blue cube right of the large cyan sphere?', 'answer': 0}, {'question': 'Is the small blue cube right of the large cyan cylinder?', 'answer': 1}, {'question': 'Is the large cyan cylinder right of the small blue cube?', 'answer': 0}, {'question': 'Is the large cyan sphere right of the large cyan cylinder?', 'answer': 1}, {'question': 'Is the large cyan cylinder right of the large cyan sphere?', 'answer': 0}, {'question': 'Is the small blue cube behind the large cyan cylinder?', 'answer': 1}, {'question': 'Is the large cyan cylinder behind the small blue cube?', 'answer': 0}, {'question': 'Is the large cyan sphere behind the large cyan cylinder?', 'answer': 1}, {'question': 'Is the large cyan cylinder behind the large cyan sphere?', 'answer': 0}, {'question': 'Is the small blue cube behind the large cyan sphere?', 'answer': 1}, {'question': 'Is the large cyan sphere behind the small blue cube?', 'answer': 0}, {'question': 'Is the large cyan cylinder in front of the small blue cube?', 'answer': 1}, {'question': 'Is the small blue cube in front of the large cyan cylinder?', 'answer': 0}, {'question': 'Is the large cyan sphere in front of the small blue cube?', 'answer': 1}, {'question': 'Is the small blue cube in front of the large cyan sphere?', 'answer': 0}, {'question': 'Is the large cyan cylinder in front of the large cyan sphere?', 'answer': 1}, {'question': 'Is the large cyan sphere in front of the large cyan cylinder?', 'answer': 0}, {'question': 'Is the large cyan cylinder left of the small blue cube?', 'answer': 1}, {'question': 'Is the small blue cube left of the large cyan cylinder?', 'answer': 0}, {'question': 'Is the small blue cube left of the large cyan sphere?', 'answer': 1}, {'question': 'Is the large cyan sphere left of the small blue cube?', 'answer': 0}, {'question': 'Is the large cyan cylinder left of the large cyan sphere?', 'answer': 1}, {'question': 'Is the large cyan sphere left of the large cyan cylinder?', 'answer': 0}]"
263,CLEVR_val_009173,"[{'question': 'Is the small gray cylinder right of the large brown cube?', 'answer': 1}, {'question': 'Is the large brown cube right of the small gray cylinder?', 'answer': 0}, {'question': 'Is the large gray sphere right of the large brown cube?', 'answer': 1}, {'question': 'Is the large brown cube right of the large gray sphere?', 'answer': 0}, {'question': 'Is the large gray sphere right of the small gray cylinder?', 'answer': 1}, {'question': 'Is the small gray cylinder right of the large gray sphere?', 'answer': 0}, {'question': 'Is the small gray cylinder behind the large brown cube?', 'answer': 1}, {'question': 'Is the large brown cube behind the small gray cylinder?', 'answer': 0}, {'question': 'Is the large gray sphere behind the large brown cube?', 'answer': 1}, {'question': 'Is the large brown cube behind the large gray sphere?', 'answer': 0}, {'question': 'Is the large gray sphere behind the small gray cylinder?', 'answer': 1}, {'question': 'Is the small gray cylinder behind the large gray sphere?', 'answer': 0}, {'question': 'Is the large brown cube in front of the small gray cylinder?', 'answer': 1}, {'question': 'Is the small gray cylinder in front of the large brown cube?', 'answer': 0}, {'question': 'Is the large brown cube in front of the large gray sphere?', 'answer': 1}, {'question': 'Is the large gray sphere in front of the large brown cube?', 'answer': 0}, {'question': 'Is the small gray cylinder in front of the large gray sphere?', 'answer': 1}, {'question': 'Is the large gray sphere in front of the small gray cylinder?', 'answer': 0}, {'question': 'Is the large brown cube left of the small gray cylinder?', 'answer': 1}, {'question': 'Is the small gray cylinder left of the large brown cube?', 'answer': 0}, {'question': 'Is the large brown cube left of the large gray sphere?', 'answer': 1}, {'question': 'Is the large gray sphere left of the large brown cube?', 'answer': 0}, {'question': 'Is the small gray cylinder left of the large gray sphere?', 'answer': 1}, {'question': 'Is the large gray sphere left of the small gray cylinder?', 'answer': 0}]"
264,CLEVR_val_009206,"[{'question': 'Is the small purple sphere right of the large green cube?', 'answer': 1}, {'question': 'Is the large green cube right of the small purple sphere?', 'answer': 0}, {'question': 'Is the large green cube right of the large purple cylinder?', 'answer': 1}, {'question': 'Is the large purple cylinder right of the large green cube?', 'answer': 0}, {'question': 'Is the small purple sphere right of the large purple cylinder?', 'answer': 1}, {'question': 'Is the large purple cylinder right of the small purple sphere?', 'answer': 0}, {'question': 'Is the large purple cylinder behind the large green cube?', 'answer': 1}, {'question': 'Is the large green cube behind the large purple cylinder?', 'answer': 0}, {'question': 'Is the large green cube behind the small purple sphere?', 'answer': 1}, {'question': 'Is the small purple sphere behind the large green cube?', 'answer': 0}, {'question': 'Is the large purple cylinder behind the small purple sphere?', 'answer': 1}, {'question': 'Is the small purple sphere behind the large purple cylinder?', 'answer': 0}, {'question': 'Is the small purple sphere in front of the large green cube?', 'answer': 1}, {'question': 'Is the large green cube in front of the small purple sphere?', 'answer': 0}, {'question': 'Is the large green cube in front of the large purple cylinder?', 'answer': 1}, {'question': 'Is the large purple cylinder in front of the large green cube?', 'answer': 0}, {'question': 'Is the small purple sphere in front of the large purple cylinder?', 'answer': 1}, {'question': 'Is the large purple cylinder in front of the small purple sphere?', 'answer': 0}, {'question': 'Is the large purple cylinder left of the large green cube?', 'answer': 1}, {'question': 'Is the large green cube left of the large purple cylinder?', 'answer': 0}, {'question': 'Is the large green cube left of the small purple sphere?', 'answer': 1}, {'question': 'Is the small purple sphere left of the large green cube?', 'answer': 0}, {'question': 'Is the large purple cylinder left of the small purple sphere?', 'answer': 1}, {'question': 'Is the small purple sphere left of the large purple cylinder?', 'answer': 0}]"
